X.seqnames	X.start	X.end	X.width	X.strand	X.gene	X.product	X.product_type	X.locus_tag	X.GO_term	X.EC_number	X.note	X.withReplication	X.PY79_rpkm	X.delta_walJ_rpkm	X.delta_mutSL_rpkm	X.GC_content	gene	product	product_type	locus_tag	GO_term	EC_number	note	withReplication	PY79_rpkm	delta_walJ_rpkm	delta_mutSL_rpkm	GC_content
PY79	622657	623598	942	+	bsuRA	Type-2 restriction enzyme BsuMI component ydiR	CDS	U712_03050				codirectional	106.54	310.369	332.192	0.36518	bsuRA	Type-2 restriction enzyme BsuMI component ydiR	CDS	U712_03050				codirectional	106.54	310.369	332.192	0.36518
PY79	623630	624661	1032	+	bsuRB	Type-2 restriction enzyme BsuMI component ydiS	CDS	U712_03055				codirectional	112.611	302.122	302.405	0.331395	bsuRB	Type-2 restriction enzyme BsuMI component ydiS	CDS	U712_03055				codirectional	112.611	302.122	302.405	0.331395
PY79	624664	626061	1398	+	bsuRC	Type-2 restriction enzyme BsuMI component ydjA	CDS	U712_03060				codirectional	118.599	160.206	150.426	0.304006	bsuRC	Type-2 restriction enzyme BsuMI component ydjA	CDS	U712_03060				codirectional	118.599	160.206	150.426	0.304006
PY79	626195	626410	216	-	U712_03065	Hypothetical Protein	CDS	U712_03065				head-on	73.6126	11.3691	0	0.375	U712_03065	Hypothetical Protein	CDS	U712_03065				head-on	73.6126	11.3691	0	0.375
PY79	626797	626970	174	+	ydjB	Hypothetical Protein	CDS	U712_03070				codirectional	48.032	59.3286	49.4449	0.310345	ydjB	Hypothetical Protein	CDS	U712_03070				codirectional	48.032	59.3286	49.4449	0.310345
PY79	627353	627703	351	+	ydjC	Hypothetical Protein	CDS	U712_03075				codirectional	35.6829	14.4678	30.4851	0.358974	ydjC	Hypothetical Protein	CDS	U712_03075				codirectional	35.6829	14.4678	30.4851	0.358974
PY79	627809	630298	2490	-	gutR	Transcription activator gutR	CDS	U712_03080				head-on	27.9829	81.8164	99.472	0.465462	gutR	Transcription activator gutR	CDS	U712_03080				head-on	27.9829	81.8164	99.472	0.465462
PY79	630428	631561	1134	+	gutB	Sorbitol dehydrogenase	CDS	U712_03085	GO:0003939	1.1.1.14		codirectional	8.02692	66.0371	58.5607	0.462963	gutB	Sorbitol dehydrogenase	CDS	U712_03085	GO:0003939	1.1.1.14		codirectional	8.02692	66.0371	58.5607	0.462963
PY79	631635	633026	1392	+	gutP	Probable glucitol transport protein gutA	CDS	U712_03090				codirectional	2.80967	28.4688	17.3153	0.424569	gutP	Probable glucitol transport protein gutA	CDS	U712_03090				codirectional	2.80967	28.4688	17.3153	0.424569
PY79	633157	634083	927	+	ydjE	Uncharacterized sugar kinase ydjE	CDS	U712_03095	GO:0008865	2.7.1.4		codirectional	59.1421	929.779	708.435	0.460626	ydjE	Uncharacterized sugar kinase ydjE	CDS	U712_03095	GO:0008865	2.7.1.4		codirectional	59.1421	929.779	708.435	0.460626
PY79	634279	634962	684	+	pspA	Phage shock protein A-like	CDS	U712_03100				codirectional	43.4971	792.059	393.674	0.432749	pspA	Phage shock protein A-like	CDS	U712_03100				codirectional	43.4971	792.059	393.674	0.432749
PY79	635067	636053	987	+	ydjG	Uncharacterized protein ydjG	CDS	U712_03105				codirectional	44.5318	860.951	444.251	0.43769	ydjG	Uncharacterized protein ydjG	CDS	U712_03105				codirectional	44.5318	860.951	444.251	0.43769
PY79	636053	636817	765	+	ydjH	UPF0603 protein ydjH	CDS	U712_03110				codirectional	41.7521	2058.2	1134.78	0.426144	ydjH	UPF0603 protein ydjH	CDS	U712_03110				codirectional	41.7521	2058.2	1134.78	0.426144
PY79	636848	637819	972	+	ydjI	Uncharacterized protein ydjI	CDS	U712_03115				codirectional	40.8839	811.239	450.169	0.421811	ydjI	Uncharacterized protein ydjI	CDS	U712_03115				codirectional	40.8839	811.239	450.169	0.421811
PY79	637866	638891	1026	-	ydjJ	Uncharacterized membrane protein ydjJ	CDS	U712_03120				head-on	6.03559	13.2196	5.0564	0.450292	ydjJ	Uncharacterized membrane protein ydjJ	CDS	U712_03120				head-on	6.03559	13.2196	5.0564	0.450292
PY79	639254	639367	114	+	U712_03125	Hypothetical Protein	CDS	U712_03125				codirectional	1.63369	23.4708	0	0.368421	U712_03125	Hypothetical Protein	CDS	U712_03125				codirectional	1.63369	23.4708	0	0.368421
PY79	639476	640897	1422	+	iolT	Major myo-inositol transporter iolT	CDS	U712_03130				codirectional	2.70128	13.3065	5.76321	0.458509	iolT	Major myo-inositol transporter iolT	CDS	U712_03130				codirectional	2.70128	13.3065	5.76321	0.458509
PY79	640945	641985	1041	-	bdhA	(R,R)-butanediol dehydrogenase	CDS	U712_03135		1.1.1.4		head-on	67.8501	610.576	485.624	0.475504	bdhA	(R,R)-butanediol dehydrogenase	CDS	U712_03135		1.1.1.4		head-on	67.8501	610.576	485.624	0.475504
PY79	642424	642795	372	+	ydjM	Uncharacterized protein ydjM	CDS	U712_03140				codirectional	535.13	147.703	487.197	0.397849	ydjM	Uncharacterized protein ydjM	CDS	U712_03140				codirectional	535.13	147.703	487.197	0.397849
PY79	642861	643907	1047	+	ydjN	Uncharacterized protein ydjN	CDS	U712_03145				codirectional	103.571	118.766	326.021	0.396371	ydjN	Uncharacterized protein ydjN	CDS	U712_03145				codirectional	103.571	118.766	326.021	0.396371
PY79	643941	644099	159	-	ydzJ	Uncharacterized membrane protein ydzJ	CDS	U712_03150				head-on	18.8877	460.735	419.236	0.389937	ydzJ	Uncharacterized membrane protein ydzJ	CDS	U712_03150				head-on	18.8877	460.735	419.236	0.389937
PY79	644289	644498	210	-	ydjO	Uncharacterized protein ydjO	CDS	U712_03155				head-on	483.783	351.225	131.438	0.442857	ydjO	Uncharacterized protein ydjO	CDS	U712_03155				head-on	483.783	351.225	131.438	0.442857
PY79	644581	645396	816	-	ydjP	AB hydrolase superfamily protein ydjP	CDS	U712_03160		1.11.1.10		head-on	54.0921	1497.35	963.596	0.465686	ydjP	AB hydrolase superfamily protein ydjP	CDS	U712_03160		1.11.1.10		head-on	54.0921	1497.35	963.596	0.465686
PY79	645409	646398	990	-	yeaA	Uncharacterized protein yeaA	CDS	U712_03165				head-on	56.6013	403.655	272.413	0.40202	yeaA	Uncharacterized protein yeaA	CDS	U712_03165				head-on	56.6013	403.655	272.413	0.40202
PY79	646496	648037	1542	-	cotA	Spore coat protein A	CDS	U712_03170				head-on	4.40843	34.9648	16.2215	0.478599	cotA	Spore coat protein A	CDS	U712_03170				head-on	4.40843	34.9648	16.2215	0.478599
PY79	648189	649598	1410	-	gabP	GABA permease	CDS	U712_03175				head-on	4.06164	25.5032	12.3819	0.468794	gabP	GABA permease	CDS	U712_03175				head-on	4.06164	25.5032	12.3819	0.468794
PY79	649636	649824	189	-	ydzX	Uncharacterized protein ydzX	CDS	U712_03180				head-on	2.34033	33.9473	5.1567	0.306878	ydzX	Uncharacterized protein ydzX	CDS	U712_03180				head-on	2.34033	33.9473	5.1567	0.306878
PY79	649996	650868	873	+	yeaB	Uncharacterized transporter yeaB	CDS	U712_03185				codirectional	12.4001	31.5323	38.4116	0.453608	yeaB	Uncharacterized transporter yeaB	CDS	U712_03185				codirectional	12.4001	31.5323	38.4116	0.453608
PY79	651218	652180	963	+	yeaC	Uncharacterized protein yeaC	CDS	U712_03190				codirectional	63.4341	121.962	97.3041	0.482866	yeaC	Uncharacterized protein yeaC	CDS	U712_03190				codirectional	63.4341	121.962	97.3041	0.482866
PY79	652180	653376	1197	+	yeaD	Uncharacterized protein yeaD	CDS	U712_03195				codirectional	76.6669	108.902	97.333	0.480368	yeaD	Uncharacterized protein yeaD	CDS	U712_03195				codirectional	76.6669	108.902	97.333	0.480368
PY79	653398	655611	2214	+	yebA	Uncharacterized protein yebA	CDS	U712_03200				codirectional	85.9703	331.938	360.654	0.448961	yebA	Uncharacterized protein yebA	CDS	U712_03200				codirectional	85.9703	331.938	360.654	0.448961
PY79	655639	655764	126	+	U712_03205	Hypothetical Protein	CDS	U712_03205				codirectional	1275.6	512.376	977.854	0.492063	U712_03205	Hypothetical Protein	CDS	U712_03205				codirectional	1275.6	512.376	977.854	0.492063
PY79	655765	657315	1551	+	guaA	GMP synthase	CDS	U712_03210		6.3.5.2		codirectional	2174.63	749.475	1053.68	0.460993	guaA	GMP synthase	CDS	U712_03210		6.3.5.2		codirectional	2174.63	749.475	1053.68	0.460993
PY79	657696	659018	1323	+	pbuG	Guanine/hypoxanthine permease pbuG	CDS	U712_03215				codirectional	466.623	97.9241	139.076	0.462585	pbuG	Guanine/hypoxanthine permease pbuG	CDS	U712_03215				codirectional	466.623	97.9241	139.076	0.462585
PY79	659229	660032	804	+	yebC	Uncharacterized protein yebC	CDS	U712_03220				codirectional	119.325	80.4343	135.706	0.431592	yebC	Uncharacterized protein yebC	CDS	U712_03220				codirectional	119.325	80.4343	135.706	0.431592
PY79	660191	660358	168	+	yebD	Uncharacterized protein yebD	CDS	U712_03225				codirectional	10.8086	89.416	136.176	0.392857	yebD	Uncharacterized protein yebD	CDS	U712_03225				codirectional	10.8086	89.416	136.176	0.392857
PY79	660572	661126	555	+	yebE	Hypothetical Protein	CDS	U712_03230				codirectional	31.0402	408.062	504.241	0.432432	yebE	Hypothetical Protein	CDS	U712_03230				codirectional	31.0402	408.062	504.241	0.432432
PY79	661126	661323	198	+	yebG	Uncharacterized protein yebG	CDS	U712_03235				codirectional	55.7312	849.872	1203.2	0.39899	yebG	Uncharacterized protein yebG	CDS	U712_03235				codirectional	55.7312	849.872	1203.2	0.39899
PY79	661646	662134	489	+	purE	N5-carboxyaminoimidazole ribonucleotide mutase	CDS	U712_03240	GO:0004638	4.1.1.21		codirectional	133.111	265.902	467.218	0.501023	purE	N5-carboxyaminoimidazole ribonucleotide mutase	CDS	U712_03240	GO:0004638	4.1.1.21		codirectional	133.111	265.902	467.218	0.501023
PY79	662127	663269	1143	+	purK	N5-carboxyaminoimidazole ribonucleotide synthase	CDS	U712_03245	GO:0004638	4.1.1.21		codirectional	141.819	454.841	668.865	0.474191	purK	N5-carboxyaminoimidazole ribonucleotide synthase	CDS	U712_03245	GO:0004638	4.1.1.21		codirectional	141.819	454.841	668.865	0.474191
PY79	663266	664561	1296	+	purB	Adenylosuccinate lyase	CDS	U712_03250	GO:0004018	4.3.2.2		codirectional	164.488	382.043	456.029	0.456019	purB	Adenylosuccinate lyase	CDS	U712_03250	GO:0004018	4.3.2.2		codirectional	164.488	382.043	456.029	0.456019
PY79	664635	665360	726	+	purC	Phosphoribosylaminoimidazole-succinocarboxamide synthase	CDS	U712_03255	GO:0004639	6.3.2.6		codirectional	32.7718	309.557	270.287	0.424242	purC	Phosphoribosylaminoimidazole-succinocarboxamide synthase	CDS	U712_03255	GO:0004639	6.3.2.6		codirectional	32.7718	309.557	270.287	0.424242
PY79	665353	665607	255	+	purS	UPF0062 protein yexA	CDS	U712_03260	GO:0004642	6.3.5.3		codirectional	32.1357	79.6581	76.7643	0.411765	purS	UPF0062 protein yexA	CDS	U712_03260	GO:0004642	6.3.5.3		codirectional	32.1357	79.6581	76.7643	0.411765
PY79	665604	666287	684	+	purQ	Phosphoribosylformylglycinamidine synthase 1	CDS	U712_03265	GO:0004642	6.3.5.3		codirectional	26.6837	270.933	176.025	0.472222	purQ	Phosphoribosylformylglycinamidine synthase 1	CDS	U712_03265	GO:0004642	6.3.5.3		codirectional	26.6837	270.933	176.025	0.472222
PY79	666271	668499	2229	+	purL	Phosphoribosylformylglycinamidine synthase 2	CDS	U712_03270	GO:0004642	6.3.5.3		codirectional	24.1261	111.804	70.198	0.48183	purL	Phosphoribosylformylglycinamidine synthase 2	CDS	U712_03270	GO:0004642	6.3.5.3		codirectional	24.1261	111.804	70.198	0.48183
PY79	668475	669905	1431	+	purF	Amidophosphoribosyltransferase	CDS	U712_03275	GO:0004044	2.4.2.14		codirectional	30.422	88.6562	52.6144	0.497554	purF	Amidophosphoribosyltransferase	CDS	U712_03275	GO:0004044	2.4.2.14		codirectional	30.422	88.6562	52.6144	0.497554
PY79	670007	671047	1041	+	purM	Phosphoribosylformylglycinamidine cyclo-ligase	CDS	U712_03280	GO:0004641	6.3.3.1		codirectional	28.8486	47.9264	33.2813	0.490874	purM	Phosphoribosylformylglycinamidine cyclo-ligase	CDS	U712_03280	GO:0004641	6.3.3.1		codirectional	28.8486	47.9264	33.2813	0.490874
PY79	671044	671631	588	+	purN	Phosphoribosylglycinamide formyltransferase	CDS	U712_03285	GO:0004644	2.1.2.2		codirectional	32.4259	27.539	30.6365	0.472789	purN	Phosphoribosylglycinamide formyltransferase	CDS	U712_03285	GO:0004644	2.1.2.2		codirectional	32.4259	27.539	30.6365	0.472789
PY79	671628	673166	1539	+	purH	Bifunctional purine biosynthesis protein purH	CDS	U712_03290	GO:0003937	3.5.4.10		codirectional	38.0288	99.409	69.4898	0.480182	purH	Bifunctional purine biosynthesis protein purH	CDS	U712_03290	GO:0003937	3.5.4.10		codirectional	38.0288	99.409	69.4898	0.480182
PY79	673182	674450	1269	+	purD	Phosphoribosylamine--glycine ligase	CDS	U712_03295	GO:0004637	6.3.4.13		codirectional	40.8732	20.003	9.72772	0.492514	purD	Phosphoribosylamine--glycine ligase	CDS	U712_03295	GO:0004637	6.3.4.13		codirectional	40.8732	20.003	9.72772	0.492514
PY79	674490	674909	420	-	yezC	Uncharacterized HTH-type transcriptional regulator yezC	CDS	U712_03300				head-on	22.9476	53.6872	34.4306	0.5	yezC	Uncharacterized HTH-type transcriptional regulator yezC	CDS	U712_03300				head-on	22.9476	53.6872	34.4306	0.5
PY79	675053	676327	1275	+	yecA	Uncharacterized amino acid permease YecA	CDS	U712_03305				codirectional	3.21357	81.0922	62.9165	0.486275	yecA	Uncharacterized amino acid permease YecA	CDS	U712_03305				codirectional	3.21357	81.0922	62.9165	0.486275
PY79	676342	676569	228	-	yezF	Uncharacterized membrane protein yezF	CDS	U712_03310				head-on	0.816847	42.8496	28.0853	0.45614	yezF	Uncharacterized membrane protein yezF	CDS	U712_03310				head-on	0.816847	42.8496	28.0853	0.45614
PY79	676698	678440	1743	+	yerA	Putative adenine deaminase YerA	CDS	U712_03315	GO:0000034	3.5.4.2		codirectional	137.677	475.015	530.262	0.445209	yerA	Putative adenine deaminase YerA	CDS	U712_03315	GO:0000034	3.5.4.2		codirectional	137.677	475.015	530.262	0.445209
PY79	678467	679462	996	+	yerB	Putative lipoprotein yerB	CDS	U712_03320				codirectional	662.806	616.007	797.252	0.455823	yerB	Putative lipoprotein yerB	CDS	U712_03320				codirectional	662.806	616.007	797.252	0.455823
PY79	679465	679779	315	+	yerC	Uncharacterized protein yerC	CDS	U712_03325				codirectional	471.072	20.1995	13.4064	0.450794	yerC	Uncharacterized protein yerC	CDS	U712_03325				codirectional	471.072	20.1995	13.4064	0.450794
PY79	679814	681391	1578	-	yerD	Uncharacterized membrane protein yerD	CDS	U712_03330	GO:0016041	1.4.7.1		head-on	17.7625	27.9875	18.9333	0.474018	yerD	Uncharacterized membrane protein yerD	CDS	U712_03330	GO:0016041	1.4.7.1		head-on	17.7625	27.9875	18.9333	0.474018
PY79	681500	681631	132	+	U712_03335	Hypothetical Protein	CDS	U712_03335				codirectional	0.705459	151.413	128.381	0.325758	U712_03335	Hypothetical Protein	CDS	U712_03335				codirectional	0.705459	151.413	128.381	0.325758
PY79	681656	682342	687	+	pcrB	Putative glycerol-1-phosphate prenyltransferase	CDS	U712_03340				codirectional	98.8812	131.22	139.605	0.484716	pcrB	Putative glycerol-1-phosphate prenyltransferase	CDS	U712_03340				codirectional	98.8812	131.22	139.605	0.484716
PY79	682404	684623	2220	+	pcrA	ATP-dependent DNA helicase pcrA	CDS	U712_03345				codirectional	142.879	436.093	340.628	0.477027	pcrA	ATP-dependent DNA helicase pcrA	CDS	U712_03345				codirectional	142.879	436.093	340.628	0.477027
PY79	684647	686653	2007	+	ligA	DNA ligase	CDS	U712_03350	GO:0003911	6.5.1.2		codirectional	229.449	960.137	848.084	0.496761	ligA	DNA ligase	CDS	U712_03350	GO:0003911	6.5.1.2		codirectional	229.449	960.137	848.084	0.496761
PY79	686669	687859	1191	+	yerH	Uncharacterized lipoprotein yerH	CDS	U712_03355				codirectional	276.645	319.245	279.39	0.446683	yerH	Uncharacterized lipoprotein yerH	CDS	U712_03355				codirectional	276.645	319.245	279.39	0.446683
PY79	688030	689031	1002	+	yerI	Uncharacterized protein yerI	CDS	U712_03360	GO:0004413	2.7.1.39		codirectional	75.4862	102.127	88.2082	0.433134	yerI	Uncharacterized protein yerI	CDS	U712_03360	GO:0004413	2.7.1.39		codirectional	75.4862	102.127	88.2082	0.433134
PY79	689069	689761	693	-	sapB	Protein SapB	CDS	U712_03365				head-on	47.1313	68.8962	73.1773	0.463203	sapB	Protein SapB	CDS	U712_03365				head-on	47.1313	68.8962	73.1773	0.463203
PY79	689874	691352	1479	-	opuE	Osmoregulated proline transporter	CDS	U712_03370				head-on	130.866	158.525	154.093	0.461122	opuE	Osmoregulated proline transporter	CDS	U712_03370				head-on	130.866	158.525	154.093	0.461122
PY79	691766	692056	291	+	gatC	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C	CDS	U712_03375		6.3.5.6		codirectional	1295.13	426.193	638.111	0.42268	gatC	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C	CDS	U712_03375		6.3.5.6		codirectional	1295.13	426.193	638.111	0.42268
PY79	692072	693529	1458	+	gatA	Glutamyl-tRNA(Gln) amidotransferase subunit A	CDS	U712_03380		6.3.5.6		codirectional	1162.01	1597.71	1595.38	0.475309	gatA	Glutamyl-tRNA(Gln) amidotransferase subunit A	CDS	U712_03380		6.3.5.6		codirectional	1162.01	1597.71	1595.38	0.475309
PY79	693543	694973	1431	+	gatB	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	CDS	U712_03385		6.3.5.6		codirectional	1157.22	252.522	298.676	0.466806	gatB	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	CDS	U712_03385		6.3.5.6		codirectional	1157.22	252.522	298.676	0.466806
PY79	694988	695857	870	-	yerO	Uncharacterized HTH-type transcriptional regulator yerO	CDS	U712_03390				head-on	56.1399	24.1885	36.1339	0.41954	yerO	Uncharacterized HTH-type transcriptional regulator yerO	CDS	U712_03390				head-on	56.1399	24.1885	36.1339	0.41954
PY79	695989	699147	3159	+	swrC	Swarming motility protein SwrC	CDS	U712_03395				codirectional	319.813	197.819	291.304	0.464387	swrC	Swarming motility protein SwrC	CDS	U712_03395				codirectional	319.813	197.819	291.304	0.464387
PY79	699470	700381	912	+	dagK	Diacylglycerol kinase	CDS	U712_03400	GO:0004143			codirectional	455.494	1174.41	1201.15	0.512061	dagK	Diacylglycerol kinase	CDS	U712_03400	GO:0004143			codirectional	455.494	1174.41	1201.15	0.512061
PY79	700637	702016	1380	+	rlmCD	Uncharacterized RNA methyltransferase yefA	CDS	U712_03405				codirectional	216.218	154.592	174.231	0.505797	rlmCD	Uncharacterized RNA methyltransferase yefA	CDS	U712_03405				codirectional	216.218	154.592	174.231	0.505797
PY79	702029	702931	903	-	yefB	Uncharacterized protein yefB	CDS	U712_03410				head-on	63.9624	22.5537	11.5119	0.314507	yefB	Uncharacterized protein yefB	CDS	U712_03410				head-on	63.9624	22.5537	11.5119	0.314507
PY79	703059	703247	189	+	yefC	Hypothetical Protein	CDS	U712_03415				codirectional	85.2373	54.9014	61.0424	0.359788	yefC	Hypothetical Protein	CDS	U712_03415				codirectional	85.2373	54.9014	61.0424	0.359788
PY79	703322	705961	2640	+	yeeA	Putative DNA methyltransferase yeeA	CDS	U712_03420				codirectional	89.0289	104.747	143.873	0.335606	yeeA	Putative DNA methyltransferase yeeA	CDS	U712_03420				codirectional	89.0289	104.747	143.873	0.335606
PY79	705973	707772	1800	+	yeeB	Putative ATP-dependent helicase yeeB	CDS	U712_03425				codirectional	103.26	571.152	707.484	0.336111	yeeB	Putative ATP-dependent helicase yeeB	CDS	U712_03425				codirectional	103.26	571.152	707.484	0.336111
PY79	707885	709033	1149	+	yeeC	Uncharacterized protein yeeC	CDS	U712_03430				codirectional	106.878	149.026	146.867	0.329852	yeeC	Uncharacterized protein yeeC	CDS	U712_03430				codirectional	106.878	149.026	146.867	0.329852
PY79	709295	709600	306	-	yeeD	Uncharacterized protein yeeD	CDS	U712_03435				head-on	55.8419	24.9919	37.1564	0.310458	yeeD	Uncharacterized protein yeeD	CDS	U712_03435				head-on	55.8419	24.9919	37.1564	0.310458
PY79	709667	709873	207	-	yezA	Uncharacterized protein yezA	CDS	U712_03440				head-on	70.965	36.3958	46.2706	0.323671	yezA	Uncharacterized protein yezA	CDS	U712_03440				head-on	70.965	36.3958	46.2706	0.323671
PY79	710588	712597	2010	-	yeeF	Uncharacterized protein yezG	CDS	U712_03445				head-on	28.7237	58.4533	67.8912	0.462189	yeeF	Uncharacterized protein yezG	CDS	U712_03445				head-on	28.7237	58.4533	67.8912	0.462189
PY79	712809	713831	1023	+	yeeG	Uncharacterized protein yeeG	CDS	U712_03450				codirectional	0.523405	60.8903	49.2916	0.416422	yeeG	Uncharacterized protein yeeG	CDS	U712_03450				codirectional	0.523405	60.8903	49.2916	0.416422
PY79	713993	715122	1130	+	rapH	Hypothetical Protein	CDS	U712_03455				codirectional	11.1044	291.804	258.703	0.418584	rapH	Hypothetical Protein	CDS	U712_03455				codirectional	11.1044	291.804	258.703	0.418584
PY79	715446	716165	720	+	yeeI	UPF0082 protein YeeN	CDS	U712_03460				codirectional	224.233	70.6298	49.1924	0.491667	yeeI	UPF0082 protein YeeN	CDS	U712_03460				codirectional	224.233	70.6298	49.1924	0.491667
PY79	717514	717957	444	+	yesE	Uncharacterized protein yesE	CDS	U712_03470				codirectional	9.75249	117.172	94.2917	0.427928	yesE	Uncharacterized protein yesE	CDS	U712_03470				codirectional	9.75249	117.172	94.2917	0.427928
PY79	717954	718814	861	+	yesF	Uncharacterized oxidoreductase yesF	CDS	U712_03475				codirectional	6.97593	7.1964	7.16869	0.519164	yesF	Uncharacterized oxidoreductase yesF	CDS	U712_03475				codirectional	6.97593	7.1964	7.16869	0.519164
PY79	718941	719189	249	+	cotJA	Protein CotJA	CDS	U712_03480				codirectional	1.86989	19.5111	21.2096	0.46988	cotJA	Protein CotJA	CDS	U712_03480				codirectional	1.86989	19.5111	21.2096	0.46988
PY79	719173	719436	264	+	cotJB	Protein CotJB	CDS	U712_03485				codirectional	2.20456	9.10053	3.69173	0.454545	cotJB	Protein CotJB	CDS	U712_03485				codirectional	2.20456	9.10053	3.69173	0.454545
PY79	719451	720020	570	+	cotJC	Protein CotJC	CDS	U712_03490				codirectional	1.96043	373.471	324.037	0.487719	cotJC	Protein CotJC	CDS	U712_03490				codirectional	1.96043	373.471	324.037	0.487719
PY79	720145	720687	543	+	yesJ	Uncharacterized N-acetyltransferase YesJ	CDS	U712_03495				codirectional	66.1962	25.9977	21.0569	0.517495	yesJ	Uncharacterized N-acetyltransferase YesJ	CDS	U712_03495				codirectional	66.1962	25.9977	21.0569	0.517495
PY79	720740	721012	273	+	yesK	Uncharacterized protein yesK	CDS	U712_03500				codirectional	7.84532	24.3076	11.2866	0.505495	yesK	Uncharacterized protein yesK	CDS	U712_03500				codirectional	7.84532	24.3076	11.2866	0.505495
PY79	721127	721756	630	+	yesL	Uncharacterized protein yesL	CDS	U712_03505				codirectional	4.39736	20.1995	13.2582	0.48254	yesL	Uncharacterized protein yesL	CDS	U712_03505				codirectional	4.39736	20.1995	13.2582	0.48254
PY79	721753	723486	1734	+	yesM	Sensor histidine kinase yesM	CDS	U712_03510				codirectional	3.96058	16.6426	21.4255	0.466551	yesM	Sensor histidine kinase yesM	CDS	U712_03510				codirectional	3.96058	16.6426	21.4255	0.466551
PY79	723486	724592	1107	+	yesN	Uncharacterized transcriptional regulatory protein yesN	CDS	U712_03515				codirectional	3.512	20.773	12.0317	0.496838	yesN	Uncharacterized transcriptional regulatory protein yesN	CDS	U712_03515				codirectional	3.512	20.773	12.0317	0.496838
PY79	724696	725979	1284	+	yesO	Putative ABC transporter substrate-binding protein yesO	CDS	U712_03520				codirectional	0.7615	15.6487	6.89651	0.469626	yesO	Putative ABC transporter substrate-binding protein yesO	CDS	U712_03520				codirectional	0.7615	15.6487	6.89651	0.469626
PY79	725976	726905	930	+	rhgP	Probable ABC transporter permease protein yesP	CDS	U712_03525				codirectional	0.62581	18.5489	3.14392	0.477419	rhgP	Probable ABC transporter permease protein yesP	CDS	U712_03525				codirectional	0.62581	18.5489	3.14392	0.477419
PY79	726909	727799	891	+	rhgQ	Probable ABC transporter permease protein yesQ	CDS	U712_03530				codirectional	0.444178	33.0098	9.12596	0.478114	rhgQ	Probable ABC transporter permease protein yesQ	CDS	U712_03530				codirectional	0.444178	33.0098	9.12596	0.478114
PY79	727815	728849	1035	+	rhgH	Unsaturated rhamnogalacturonyl hydrolase yesR	CDS	U712_03535				codirectional	0.652294	19.2079	7.77551	0.519807	rhgH	Unsaturated rhamnogalacturonyl hydrolase yesR	CDS	U712_03535				codirectional	0.652294	19.2079	7.77551	0.519807
PY79	728872	731157	2286	+	yesS	HTH-type transcriptional regulator yesS	CDS	U712_03540				codirectional	0.845254	27.9287	13.0695	0.48119	yesS	HTH-type transcriptional regulator yesS	CDS	U712_03540				codirectional	0.845254	27.9287	13.0695	0.48119
PY79	731174	731869	696	+	rhgT	Rhamnogalacturonan acetylesterase rhgT	CDS	U712_03545				codirectional	0.401382	3.52834	2.80062	0.517241	rhgT	Rhamnogalacturonan acetylesterase rhgT	CDS	U712_03545				codirectional	0.401382	3.52834	2.80062	0.517241
PY79	731862	732524	663	+	yesU	Uncharacterized protein yesU	CDS	U712_03550				codirectional	0.596926	13.9645	4.77348	0.511312	yesU	Uncharacterized protein yesU	CDS	U712_03550				codirectional	0.596926	13.9645	4.77348	0.511312
PY79	732521	733147	627	+	yesV	Uncharacterized protein yesV	CDS	U712_03555				codirectional	0.445553	13.448	6.46867	0.484848	yesV	Uncharacterized protein yesV	CDS	U712_03555				codirectional	0.445553	13.448	6.46867	0.484848
PY79	733286	735130	1845	+	rhgW	Rhamnogalacturonan lyase yesW	CDS	U712_03560				codirectional	0.567808	10.7751	4.31129	0.527913	rhgW	Rhamnogalacturonan lyase yesW	CDS	U712_03560				codirectional	0.567808	10.7751	4.31129	0.527913
PY79	735197	737014	1818	+	rhgX	Rhamnogalacturonan lyase yesX	CDS	U712_03565				codirectional	0.589046	22.1669	7.53999	0.540704	rhgX	Rhamnogalacturonan lyase yesX	CDS	U712_03565				codirectional	0.589046	22.1669	7.53999	0.540704
PY79	737172	737825	654	+	yesY	Probable rhamnogalacturonan acetylesterase yesY	CDS	U712_03570				codirectional	1.38826	18.0853	12.8995	0.472477	yesY	Probable rhamnogalacturonan acetylesterase yesY	CDS	U712_03570				codirectional	1.38826	18.0853	12.8995	0.472477
PY79	737833	739824	1992	+	rhgZ	Beta-galactosidase yesZ	CDS	U712_03575	GO:0004565	3.2.1.23		codirectional	1.35567	17.765	9.74285	0.527108	rhgZ	Beta-galactosidase yesZ	CDS	U712_03575	GO:0004565	3.2.1.23		codirectional	1.35567	17.765	9.74285	0.527108
PY79	739868	742441	2574	+	yetA	Uncharacterized protein yetA	CDS	U712_03580				codirectional	1.69129	61.1049	33.5515	0.508936	yetA	Uncharacterized protein yetA	CDS	U712_03580				codirectional	1.69129	61.1049	33.5515	0.508936
PY79	742563	744071	1509	+	lplA	Lipoprotein lipO	CDS	U712_03585				codirectional	1.01822	9.61855	4.1392	0.46057	lplA	Lipoprotein lipO	CDS	U712_03585				codirectional	1.01822	9.61855	4.1392	0.46057
