Name	Locus_tag	key	classif
S128	new_417763_418267_c	new_417763_418267_c::AL009126.3:417762-418267(-)	5'
S130	new_432271_432371	new_432271_432371::AL009126.3:432270-432371(+)	5'
S131	new_438353_438419_c	new_438353_438419_c::AL009126.3:438352-438419(-)	5'
S132	new_449651_449723	new_449651_449723::AL009126.3:449650-449723(+)	5'
S134	new_456926_457022	new_456926_457022::AL009126.3:456925-457022(+)	5'
S138	new_467042_467129	new_467042_467129::AL009126.3:467041-467129(+)	5'
S139	new_469286_469367	new_469286_469367::AL009126.3:469285-469367(+)	5'
S141	new_478812_478943	new_478812_478943::AL009126.3:478811-478943(+)	5'
S147	new_492500_492577_c	new_492500_492577_c::AL009126.3:492499-492577(-)	5'
S149	new_496980_497767	new_496980_497767::AL009126.3:496979-497767(+)	5'
S153	new_506502_506670_c	new_506502_506670_c::AL009126.3:506501-506670(-)	5'
S156	new_508090_508247	new_508090_508247::AL009126.3:508089-508247(+)	5'
S157	new_510862_511036	new_510862_511036::AL009126.3:510861-511036(+)	5'
S158	new_511038_511105	new_511038_511105::AL009126.3:511037-511105(+)	5'
S159	new_512754_512813	new_512754_512813::AL009126.3:512753-512813(+)	5'
S161	new_515108_515709	new_515108_515709::AL009126.3:515107-515709(+)	5'
S162	new_516099_516240	new_516099_516240::AL009126.3:516098-516240(+)	5'
S164	new_519561_520160_c	new_519561_520160_c::AL009126.3:519560-520160(-)	5'
S165	new_520162_520750_c	new_520162_520750_c::AL009126.3:520161-520750(-)	5'
S167	new_527912_528128	new_527912_528128::AL009126.3:527911-528128(+)	5'
S168	new_528616_528703	new_528616_528703::AL009126.3:528615-528703(+)	5'
S171	new_532604_532921	new_532604_532921::AL009126.3:532603-532921(+)	5'
S176	new_551074_551518	new_551074_551518::AL009126.3:551073-551518(+)	5'
S178	new_556002_556561	new_556002_556561::AL009126.3:556001-556561(+)	5'
S179	new_559146_559263	new_559146_559263::AL009126.3:559145-559263(+)	5'
S182	new_567551_567661	new_567551_567661::AL009126.3:567550-567661(+)	5'
S185	new_576099_576163_c	new_576099_576163_c::AL009126.3:576098-576163(-)	5'
S186	new_579354_579540	new_579354_579540::AL009126.3:579353-579540(+)	5'
S188	new_593206_593301_c	new_593206_593301_c::AL009126.3:593205-593301(-)	5'
S189	new_596003_596095_c	new_596003_596095_c::AL009126.3:596002-596095(-)	5'
S190	new_598065_598153	new_598065_598153::AL009126.3:598064-598153(+)	5'
S191	new_598659_598728	new_598659_598728::AL009126.3:598658-598728(+)	5'
S199	new_613552_613640	new_613552_613640::AL009126.3:613551-613640(+)	5'
S200	new_615623_615761_c	new_615623_615761_c::AL009126.3:615622-615761(-)	5'
S201	new_621545_621613_c	new_621545_621613_c::AL009126.3:621544-621613(-)	5'
S202	new_621713_621846	new_621713_621846::AL009126.3:621712-621846(+)	5'
S204	new_635022_635109	new_635022_635109::AL009126.3:635021-635109(+)	5'
S205	new_646220_646409	new_646220_646409::AL009126.3:646219-646409(+)	5'
S206	new_646411_646581	new_646411_646581::AL009126.3:646410-646581(+)	5'
S207	new_649718_649826	new_649718_649826::AL009126.3:649717-649826(+)	5'
S208	new_649828_649902	new_649828_649902::AL009126.3:649827-649902(+)	5'
S213	new_655138_655222	new_655138_655222::AL009126.3:655137-655222(+)	5'
S215	new_659222_659341_c	new_659222_659341_c::AL009126.3:659221-659341(-)	5'
S216	new_659343_659558_c	new_659343_659558_c::AL009126.3:659342-659558(-)	5'
S220	new_667383_667465	new_667383_667465::AL009126.3:667382-667465(+)	5'
S222	new_676139_676441	new_676139_676441::AL009126.3:676138-676441(+)	5'
S223	new_678515_679050	new_678515_679050::AL009126.3:678514-679050(+)	5'
S224	new_678952_679246_c	new_678952_679246_c::AL009126.3:678951-679246(-)	5'
S225	new_679052_679349	new_679052_679349::AL009126.3:679051-679349(+)	5'
S227	new_692610_692739	new_692610_692739::AL009126.3:692609-692739(+)	5'
S228	new_696054_696194	new_696054_696194::AL009126.3:696053-696194(+)	5'
S229	new_697093_697156	new_697093_697156::AL009126.3:697092-697156(+)	5'
S230	new_697399_697485	new_697399_697485::AL009126.3:697398-697485(+)	5'
S233	new_713536_713956_c	new_713536_713956_c::AL009126.3:713535-713956(-)	5'
S234	new_724870_724986	new_724870_724986::AL009126.3:724869-724986(+)	5'
S236	new_728319_728449_c	new_728319_728449_c::AL009126.3:728318-728449(-)	5'
S237	new_728598_728731	new_728598_728731::AL009126.3:728597-728731(+)	5'
S238	new_732824_732898_c	new_732824_732898_c::AL009126.3:732823-732898(-)	5'
S250	new_796008_796313	new_796008_796313::AL009126.3:796007-796313(+)	5'
S251	new_798340_798468	new_798340_798468::AL009126.3:798339-798468(+)	5'
S258	new_826093_826718	new_826093_826718::AL009126.3:826092-826718(+)	5'
S259	new_826720_827251	new_826720_827251::AL009126.3:826719-827251(+)	5'
S260	new_827212_827324_c	new_827212_827324_c::AL009126.3:827211-827324(-)	5'
S262	new_834310_834382	new_834310_834382::AL009126.3:834309-834382(+)	5'
S264	new_838921_839051_c	new_838921_839051_c::AL009126.3:838920-839051(-)	5'
S268	new_840528_841664_c	new_840528_841664_c::AL009126.3:840527-841664(-)	5'
S269	new_843132_844096	new_843132_844096::AL009126.3:843131-844096(+)	5'
S270	new_843997_844071_c	new_843997_844071_c::AL009126.3:843996-844071(-)	5'
S271	new_844073_844595_c	new_844073_844595_c::AL009126.3:844072-844595(-)	5'
S276	new_864500_865153	new_864500_865153::AL009126.3:864499-865153(+)	5'
S278	new_875144_875427	new_875144_875427::AL009126.3:875143-875427(+)	5'
S280	new_876178_876425	new_876178_876425::AL009126.3:876177-876425(+)	5'
S285	new_909747_909826_c	new_909747_909826_c::AL009126.3:909746-909826(-)	5'
S287	new_920382_920473	new_920382_920473::AL009126.3:920381-920473(+)	5'
S288	new_925460_925632	new_925460_925632::AL009126.3:925459-925632(+)	5'
S291	new_928316_928388	new_928316_928388::AL009126.3:928315-928388(+)	5'
S293	new_930671_930735	new_930671_930735::AL009126.3:930670-930735(+)	5'
S294	new_930737_930817	new_930737_930817::AL009126.3:930736-930817(+)	5'
S296	new_935441_935588_c	new_935441_935588_c::AL009126.3:935440-935588(-)	5'
S297	new_935578_935655	new_935578_935655::AL009126.3:935577-935655(+)	5'
S299	new_938656_938730	new_938656_938730::AL009126.3:938655-938730(+)	5'
S300	new_942230_942320_c	new_942230_942320_c::AL009126.3:942229-942320(-)	5'
S301	new_943787_944498_c	new_943787_944498_c::AL009126.3:943786-944498(-)	5'
S302	new_945324_945415	new_945324_945415::AL009126.3:945323-945415(+)	5'
S303	new_945417_945519	new_945417_945519::AL009126.3:945416-945519(+)	5'
S304	new_946423_946695	new_946423_946695::AL009126.3:946422-946695(+)	5'
S314	new_975132_975230	new_975132_975230::AL009126.3:975131-975230(+)	5'
S315	new_984466_984593_c	new_984466_984593_c::AL009126.3:984465-984593(-)	5'
S317	new_984790_984900	new_984790_984900::AL009126.3:984789-984900(+)	5'
S319	new_996597_997083_c	new_996597_997083_c::AL009126.3:996596-997083(-)	5'
S320	new_1000282_1000363	new_1000282_1000363::AL009126.3:1000281-1000363(+)	5'
S321	new_1002410_1002500	new_1002410_1002500::AL009126.3:1002409-1002500(+)	5'
S328	new_1018650_1018937	new_1018650_1018937::AL009126.3:1018649-1018937(+)	5'
S329	new_1023253_1023349	new_1023253_1023349::AL009126.3:1023252-1023349(+)	5'
S330	new_1030069_1030171_c	new_1030069_1030171_c::AL009126.3:1030068-1030171(-)	5'
S333	new_1035397_1035553	new_1035397_1035553::AL009126.3:1035396-1035553(+)	5'
S334	new_1038543_1038616	new_1038543_1038616::AL009126.3:1038542-1038616(+)	5'
S336	new_1041710_1041809_c	new_1041710_1041809_c::AL009126.3:1041709-1041809(-)	5'
S337	new_1041733_1041928	new_1041733_1041928::AL009126.3:1041732-1041928(+)	5'
S338	new_1041930_1041993	new_1041930_1041993::AL009126.3:1041929-1041993(+)	5'
S339	new_1044247_1044317_c	new_1044247_1044317_c::AL009126.3:1044246-1044317(-)	5'
S340	new_1044967_1045036	new_1044967_1045036::AL009126.3:1044966-1045036(+)	5'
S342	new_1050235_1050345_c	new_1050235_1050345_c::AL009126.3:1050234-1050345(-)	5'
S343	new_1053254_1053359_c	new_1053254_1053359_c::AL009126.3:1053253-1053359(-)	5'
S355	new_1075165_1075252_c	new_1075165_1075252_c::AL009126.3:1075164-1075252(-)	5'
S361	new_1097850_1097950_c	new_1097850_1097950_c::AL009126.3:1097849-1097950(-)	5'
S363	new_1105569_1105635_c	new_1105569_1105635_c::AL009126.3:1105568-1105635(-)	5'
S368	new_1120829_1120947_c	new_1120829_1120947_c::AL009126.3:1120828-1120947(-)	5'
S369	new_1121267_1121506	new_1121267_1121506::AL009126.3:1121266-1121506(+)	5'
S370	new_1122762_1122861	new_1122762_1122861::AL009126.3:1122761-1122861(+)	5'
S373	new_1128482_1129270	new_1128482_1129270::AL009126.3:1128481-1129270(+)	5'
S374	new_1129272_1129714	new_1129272_1129714::AL009126.3:1129271-1129714(+)	5'
S377	new_1132073_1132144_c	new_1132073_1132144_c::AL009126.3:1132072-1132144(-)	5'
S380	new_1150428_1150514_c	new_1150428_1150514_c::AL009126.3:1150427-1150514(-)	5'
S387	new_1157170_1157236	new_1157170_1157236::AL009126.3:1157169-1157236(+)	5'
S390	new_1164254_1164369	new_1164254_1164369::AL009126.3:1164253-1164369(+)	5'
S392	new_1168838_1168972_c	new_1168838_1168972_c::AL009126.3:1168837-1168972(-)	5'
S393	new_1168918_1169042	new_1168918_1169042::AL009126.3:1168917-1169042(+)	5'
S395	new_1188125_1188650	new_1188125_1188650::AL009126.3:1188124-1188650(+)	5'
S397	new_1190234_1190430_c	new_1190234_1190430_c::AL009126.3:1190233-1190430(-)	5'
S403	new_1211372_1211476	new_1211372_1211476::AL009126.3:1211371-1211476(+)	5'
S404	new_1213460_1213536	new_1213460_1213536::AL009126.3:1213459-1213536(+)	5'
S406	new_1219686_1219848	new_1219686_1219848::AL009126.3:1219685-1219848(+)	5'
S408	new_1226858_1226937	new_1226858_1226937::AL009126.3:1226857-1226937(+)	5'
S411	new_1228926_1229067	new_1228926_1229067::AL009126.3:1228925-1229067(+)	5'
S413	new_1229850_1229914	new_1229850_1229914::AL009126.3:1229849-1229914(+)	5'
S417	new_1234909_1235088_c	new_1234909_1235088_c::AL009126.3:1234908-1235088(-)	5'
S419	new_1240279_1240355	new_1240279_1240355::AL009126.3:1240278-1240355(+)	5'
S422	new_1252061_1252565_c	new_1252061_1252565_c::AL009126.3:1252060-1252565(-)	5'
S426	new_1255867_1256041_c	new_1255867_1256041_c::AL009126.3:1255866-1256041(-)	5'
S427	new_1255943_1256078	new_1255943_1256078::AL009126.3:1255942-1256078(+)	5'
S432	new_1264932_1265017_c	new_1264932_1265017_c::AL009126.3:1264931-1265017(-)	5'
S434	new_1266349_1266589	new_1266349_1266589::AL009126.3:1266348-1266589(+)	5'
S438	new_1270127_1270583_c	new_1270127_1270583_c::AL009126.3:1270126-1270583(-)	5'
S440	new_1275740_1275808	new_1275740_1275808::AL009126.3:1275739-1275808(+)	5'
S445	new_1281024_1281127	new_1281024_1281127::AL009126.3:1281023-1281127(+)	5'
S447	new_1291003_1291419_c	new_1291003_1291419_c::AL009126.3:1291002-1291419(-)	5'
S448	new_1291189_1291343	new_1291189_1291343::AL009126.3:1291188-1291343(+)	5'
S449	new_1297643_1300149_c	new_1297643_1300149_c::AL009126.3:1297642-1300149(-)	5'
S451	new_1298339_1298611	new_1298339_1298611::AL009126.3:1298338-1298611(+)	5'
S452	new_1303355_1303422	new_1303355_1303422::AL009126.3:1303354-1303422(+)	5'
S453	new_1313663_1313744_c	new_1313663_1313744_c::AL009126.3:1313662-1313744(-)	5'
S456	new_1325005_1325095	new_1325005_1325095::AL009126.3:1325004-1325095(+)	5'
S459	new_1351139_1351236_c	new_1351139_1351236_c::AL009126.3:1351138-1351236(-)	5'
S460	new_1353008_1353079	new_1353008_1353079::AL009126.3:1353007-1353079(+)	5'
S463	new_1359357_1359439_c	new_1359357_1359439_c::AL009126.3:1359356-1359439(-)	5'
S466	new_1372636_1372742	new_1372636_1372742::AL009126.3:1372635-1372742(+)	5'
S470	new_1385609_1385671_c	new_1385609_1385671_c::AL009126.3:1385608-1385671(-)	5'
S472	new_1386984_1387035_c	new_1386984_1387035_c::AL009126.3:1386983-1387035(-)	5'
S473	new_1395590_1395909	new_1395590_1395909::AL009126.3:1395589-1395909(+)	5'
S474	new_1395911_1396012	new_1395911_1396012::AL009126.3:1395910-1396012(+)	5'
S475	new_1397771_1398159_c	new_1397771_1398159_c::AL009126.3:1397770-1398159(-)	5'
S476	new_1398413_1398495	new_1398413_1398495::AL009126.3:1398412-1398495(+)	5'
S477	new_1399409_1400187	new_1399409_1400187::AL009126.3:1399408-1400187(+)	5'
S478	new_1401697_1401771	new_1401697_1401771::AL009126.3:1401696-1401771(+)	5'
S479	new_1409579_1409781_c	new_1409579_1409781_c::AL009126.3:1409578-1409781(-)	5'
S480	new_1411773_1411859	new_1411773_1411859::AL009126.3:1411772-1411859(+)	5'
S482	new_1414827_1414907_c	new_1414827_1414907_c::AL009126.3:1414826-1414907(-)	5'
S483	new_1417493_1417560	new_1417493_1417560::AL009126.3:1417492-1417560(+)	5'
S486	new_1425281_1425598	new_1425281_1425598::AL009126.3:1425280-1425598(+)	5'
S488	new_1430482_1430571_c	new_1430482_1430571_c::AL009126.3:1430481-1430571(-)	5'
S489	new_1430539_1430623	new_1430539_1430623::AL009126.3:1430538-1430623(+)	5'
S490	new_1430625_1430683	new_1430625_1430683::AL009126.3:1430624-1430683(+)	5'
S492	new_1437728_1437978_c	new_1437728_1437978_c::AL009126.3:1437727-1437978(-)	5'
S501	new_1447893_1448237_c	new_1447893_1448237_c::AL009126.3:1447892-1448237(-)	5'
S502	new_1451263_1451370	new_1451263_1451370::AL009126.3:1451262-1451370(+)	5'
S507	new_1467701_1467804	new_1467701_1467804::AL009126.3:1467700-1467804(+)	5'
S508	new_1473128_1473196_c	new_1473128_1473196_c::AL009126.3:1473127-1473196(-)	5'
S510	new_1478987_1479136	new_1478987_1479136::AL009126.3:1478986-1479136(+)	5'
S514	new_1483957_1484044	new_1483957_1484044::AL009126.3:1483956-1484044(+)	5'
S519	new_1492169_1492260	new_1492169_1492260::AL009126.3:1492168-1492260(+)	5'
S520	new_1494737_1495461	new_1494737_1495461::AL009126.3:1494736-1495461(+)	5'
S521	new_1499752_1499838	new_1499752_1499838::AL009126.3:1499751-1499838(+)	5'
S522	new_1507447_1507538	new_1507447_1507538::AL009126.3:1507446-1507538(+)	5'
S523	new_1512193_1512258_c	new_1512193_1512258_c::AL009126.3:1512192-1512258(-)	5'
S525	new_1517792_1517864	new_1517792_1517864::AL009126.3:1517791-1517864(+)	5'
S529	new_1525061_1525238_c	new_1525061_1525238_c::AL009126.3:1525060-1525238(-)	5'
S530	new_1527018_1527086_c	new_1527018_1527086_c::AL009126.3:1527017-1527086(-)	5'
S531	new_1528100_1528325	new_1528100_1528325::AL009126.3:1528099-1528325(+)	5'
S533	new_1533940_1534049	new_1533940_1534049::AL009126.3:1533939-1534049(+)	5'
S535	new_1535752_1535847_c	new_1535752_1535847_c::AL009126.3:1535751-1535847(-)	5'
S536	new_1537029_1537112	new_1537029_1537112::AL009126.3:1537028-1537112(+)	5'
S538	new_1549384_1549464	new_1549384_1549464::AL009126.3:1549383-1549464(+)	5'
S541	new_1552772_1552898	new_1552772_1552898::AL009126.3:1552771-1552898(+)	5'
S542	new_1559111_1559216	new_1559111_1559216::AL009126.3:1559110-1559216(+)	5'
S543	new_1559218_1559308	new_1559218_1559308::AL009126.3:1559217-1559308(+)	5'
S544	new_1560362_1560465	new_1560362_1560465::AL009126.3:1560361-1560465(+)	5'
S545	new_1565737_1565848	new_1565737_1565848::AL009126.3:1565736-1565848(+)	5'
S549	new_1569427_1569518	new_1569427_1569518::AL009126.3:1569426-1569518(+)	5'
S551	new_1571801_1571902_c	new_1571801_1571902_c::AL009126.3:1571800-1571902(-)	5'
S552	new_1571851_1571980	new_1571851_1571980::AL009126.3:1571850-1571980(+)	5'
S553	new_1575098_1575233	new_1575098_1575233::AL009126.3:1575097-1575233(+)	5'
S554	new_1580047_1580120	new_1580047_1580120::AL009126.3:1580046-1580120(+)	5'
S557	new_1586241_1586329	new_1586241_1586329::AL009126.3:1586240-1586329(+)	5'
S560	new_1596301_1596473	new_1596301_1596473::AL009126.3:1596300-1596473(+)	5'
S561	new_1599179_1599282	new_1599179_1599282::AL009126.3:1599178-1599282(+)	5'
S563	new_1603712_1603778	new_1603712_1603778::AL009126.3:1603711-1603778(+)	5'
S566	new_1609165_1609275	new_1609165_1609275::AL009126.3:1609164-1609275(+)	5'
S571	new_1640646_1640719	new_1640646_1640719::AL009126.3:1640645-1640719(+)	5'
S575	new_1655788_1655880_c	new_1655788_1655880_c::AL009126.3:1655787-1655880(-)	5'
S577	new_1665639_1665709	new_1665639_1665709::AL009126.3:1665638-1665709(+)	5'
S581	new_1676463_1676531	new_1676463_1676531::AL009126.3:1676462-1676531(+)	5'
S583	new_1683508_1683660	new_1683508_1683660::AL009126.3:1683507-1683660(+)	5'
S584	new_1691049_1691202	new_1691049_1691202::AL009126.3:1691048-1691202(+)	5'
S586	new_1717808_1717932	new_1717808_1717932::AL009126.3:1717807-1717932(+)	5'
S589	new_1721108_1721213	new_1721108_1721213::AL009126.3:1721107-1721213(+)	5'
S592	new_1731513_1731580	new_1731513_1731580::AL009126.3:1731512-1731580(+)	5'
S593	new_1731582_1731775	new_1731582_1731775::AL009126.3:1731581-1731775(+)	5'
S594	new_1738824_1738940	new_1738824_1738940::AL009126.3:1738823-1738940(+)	5'
S598	new_1744297_1744366	new_1744297_1744366::AL009126.3:1744296-1744366(+)	5'
S599	new_1745919_1745990	new_1745919_1745990::AL009126.3:1745918-1745990(+)	5'
S607	new_1767136_1767309	new_1767136_1767309::AL009126.3:1767135-1767309(+)	5'
S608	new_1769795_1769934	new_1769795_1769934::AL009126.3:1769794-1769934(+)	5'
S610	new_1774965_1775066	new_1774965_1775066::AL009126.3:1774964-1775066(+)	5'
S613	new_1781074_1781165_c	new_1781074_1781165_c::AL009126.3:1781073-1781165(-)	5'
S614	new_1782643_1782712	new_1782643_1782712::AL009126.3:1782642-1782712(+)	5'
S616	new_1783660_1783762	new_1783660_1783762::AL009126.3:1783659-1783762(+)	5'
S624	new_1874062_1874202	new_1874062_1874202::AL009126.3:1874061-1874202(+)	5'
S627	new_1881406_1881535	new_1881406_1881535::AL009126.3:1881405-1881535(+)	5'
S628	new_1884169_1884237	new_1884169_1884237::AL009126.3:1884168-1884237(+)	5'
S633	new_1891565_1891743_c	new_1891565_1891743_c::AL009126.3:1891564-1891743(-)	5'
S634	new_1891803_1891907	new_1891803_1891907::AL009126.3:1891802-1891907(+)	5'
S637	new_1896225_1896423	new_1896225_1896423::AL009126.3:1896224-1896423(+)	5'
S638	new_1899126_1899205_c	new_1899126_1899205_c::AL009126.3:1899125-1899205(-)	5'
S643	new_1901856_1902166	new_1901856_1902166::AL009126.3:1901855-1902166(+)	5'
S647	new_1905706_1905808	new_1905706_1905808::AL009126.3:1905705-1905808(+)	5'
S650	new_1907334_1907493	new_1907334_1907493::AL009126.3:1907333-1907493(+)	5'
S654	new_1915122_1915220	new_1915122_1915220::AL009126.3:1915121-1915220(+)	5'
S655	new_1915134_1915264_c	new_1915134_1915264_c::AL009126.3:1915133-1915264(-)	5'
S663	new_1923125_1923233	new_1923125_1923233::AL009126.3:1923124-1923233(+)	5'
S664	new_1925453_1925538_c	new_1925453_1925538_c::AL009126.3:1925452-1925538(-)	5'
S667	new_1926452_1926585	new_1926452_1926585::AL009126.3:1926451-1926585(+)	5'
S668	new_1926587_1926679	new_1926587_1926679::AL009126.3:1926586-1926679(+)	5'
S670	new_1930742_1930833	new_1930742_1930833::AL009126.3:1930741-1930833(+)	5'
S671	new_1932502_1932632	new_1932502_1932632::AL009126.3:1932501-1932632(+)	5'
S672	new_1933162_1933476	new_1933162_1933476::AL009126.3:1933161-1933476(+)	5'
S674	new_1938860_1938924	new_1938860_1938924::AL009126.3:1938859-1938924(+)	5'
S677	new_1945655_1945976_c	new_1945655_1945976_c::AL009126.3:1945654-1945976(-)	5'
S678	new_1949513_1949584_c	new_1949513_1949584_c::AL009126.3:1949512-1949584(-)	5'
S679	new_1997958_1998066_c	new_1997958_1998066_c::AL009126.3:1997957-1998066(-)	5'
S680	new_2002172_2002505	new_2002172_2002505::AL009126.3:2002171-2002505(+)	5'
S681	new_2002352_2002456_c	new_2002352_2002456_c::AL009126.3:2002351-2002456(-)	5'
S683	new_2014633_2014704_c	new_2014633_2014704_c::AL009126.3:2014632-2014704(-)	5'
S684	new_2018314_2018433_c	new_2018314_2018433_c::AL009126.3:2018313-2018433(-)	5'
S691	new_2028580_2028675_c	new_2028580_2028675_c::AL009126.3:2028579-2028675(-)	5'
S692	new_2028811_2029019	new_2028811_2029019::AL009126.3:2028810-2029019(+)	5'
S694	new_2031115_2031202_c	new_2031115_2031202_c::AL009126.3:2031114-2031202(-)	5'
S697	new_2037369_2037470_c	new_2037369_2037470_c::AL009126.3:2037368-2037470(-)	5'
S705	new_2047441_2047674_c	new_2047441_2047674_c::AL009126.3:2047440-2047674(-)	5'
S707	new_2053930_2054039_c	new_2053930_2054039_c::AL009126.3:2053929-2054039(-)	5'
S710	new_2055241_2055358_c	new_2055241_2055358_c::AL009126.3:2055240-2055358(-)	5'
S713	new_2069030_2069174_c	new_2069030_2069174_c::AL009126.3:2069029-2069174(-)	5'
S715	new_2069562_2069699_c	new_2069562_2069699_c::AL009126.3:2069561-2069699(-)	5'
S722	new_2074222_2074617_c	new_2074222_2074617_c::AL009126.3:2074221-2074617(-)	5'
S723	new_2074312_2074438	new_2074312_2074438::AL009126.3:2074311-2074438(+)	5'
S725	new_2076113_2076205	new_2076113_2076205::AL009126.3:2076112-2076205(+)	5'
S729	new_2084124_2084188	new_2084124_2084188::AL009126.3:2084123-2084188(+)	5'
S739	new_2098793_2098895_c	new_2098793_2098895_c::AL009126.3:2098792-2098895(-)	5'
S741	new_2099791_2099863_c	new_2099791_2099863_c::AL009126.3:2099790-2099863(-)	5'
S742	new_2099865_2099968_c	new_2099865_2099968_c::AL009126.3:2099864-2099968(-)	5'
S743	new_2100391_2100457_c	new_2100391_2100457_c::AL009126.3:2100390-2100457(-)	5'
S744	new_2100447_2100579	new_2100447_2100579::AL009126.3:2100446-2100579(+)	5'
S748	new_2116747_2116967_c	new_2116747_2116967_c::AL009126.3:2116746-2116967(-)	5'
S749	new_2119128_2119278_c	new_2119128_2119278_c::AL009126.3:2119127-2119278(-)	5'
S750	new_2119268_2119353	new_2119268_2119353::AL009126.3:2119267-2119353(+)	5'
S751	new_2123802_2124020	new_2123802_2124020::AL009126.3:2123801-2124020(+)	5'
S752	new_2126185_2126320_c	new_2126185_2126320_c::AL009126.3:2126184-2126320(-)	5'
S753	new_2126442_2126548	new_2126442_2126548::AL009126.3:2126441-2126548(+)	5'
S754	new_2127740_2127812	new_2127740_2127812::AL009126.3:2127739-2127812(+)	5'
S756	new_2136172_2136261_c	new_2136172_2136261_c::AL009126.3:2136171-2136261(-)	5'
S763	new_2157111_2157231_c	new_2157111_2157231_c::AL009126.3:2157110-2157231(-)	5'
S773	new_2190663_2191625	new_2190663_2191625::AL009126.3:2190662-2191625(+)	5'
S782	new_2203597_2203983_c	new_2203597_2203983_c::AL009126.3:2203596-2203983(-)	5'
S783	new_2203985_2204049_c	new_2203985_2204049_c::AL009126.3:2203984-2204049(-)	5'
S791	new_2214865_2214961_c	new_2214865_2214961_c::AL009126.3:2214864-2214961(-)	5'
S800	new_2225995_2226059	new_2225995_2226059::AL009126.3:2225994-2226059(+)	5'
S801	new_2226061_2227296	new_2226061_2227296::AL009126.3:2226060-2227296(+)	5'
S813	new_2281501_2281666	new_2281501_2281666::AL009126.3:2281500-2281666(+)	5'
S816	new_2283652_2283755_c	new_2283652_2283755_c::AL009126.3:2283651-2283755(-)	5'
S817	new_2288083_2288193	new_2288083_2288193::AL009126.3:2288082-2288193(+)	5'
S823	new_2302439_2302629_c	new_2302439_2302629_c::AL009126.3:2302438-2302629(-)	5'
S824	new_2305036_2305183_c	new_2305036_2305183_c::AL009126.3:2305035-2305183(-)	5'
S825	new_2305261_2305347	new_2305261_2305347::AL009126.3:2305260-2305347(+)	5'
S826	new_2306333_2306513	new_2306333_2306513::AL009126.3:2306332-2306513(+)	5'
S828	new_2307814_2307904	new_2307814_2307904::AL009126.3:2307813-2307904(+)	5'
S830	new_2309648_2309785_c	new_2309648_2309785_c::AL009126.3:2309647-2309785(-)	5'
S831	new_2309787_2310176_c	new_2309787_2310176_c::AL009126.3:2309786-2310176(-)	5'
S833	new_2316111_2316182_c	new_2316111_2316182_c::AL009126.3:2316110-2316182(-)	5'
S836	new_2325774_2325853	new_2325774_2325853::AL009126.3:2325773-2325853(+)	5'
S839	new_2333056_2333210_c	new_2333056_2333210_c::AL009126.3:2333055-2333210(-)	5'
S842	new_2338392_2338537	new_2338392_2338537::AL009126.3:2338391-2338537(+)	5'
S843	new_2339954_2340289	new_2339954_2340289::AL009126.3:2339953-2340289(+)	5'
S844	new_2340291_2340801	new_2340291_2340801::AL009126.3:2340290-2340801(+)	5'
S845	new_2340762_2341218_c	new_2340762_2341218_c::AL009126.3:2340761-2341218(-)	5'
S847	new_2347517_2347578_c	new_2347517_2347578_c::AL009126.3:2347516-2347578(-)	5'
S848	new_2349529_2349600_c	new_2349529_2349600_c::AL009126.3:2349528-2349600(-)	5'
S852	new_2354673_2354880_c	new_2354673_2354880_c::AL009126.3:2354672-2354880(-)	5'
S855	new_2367619_2367686_c	new_2367619_2367686_c::AL009126.3:2367618-2367686(-)	5'
S856	new_2367761_2367905_c	new_2367761_2367905_c::AL009126.3:2367760-2367905(-)	5'
S859	new_2384371_2384456_c	new_2384371_2384456_c::AL009126.3:2384370-2384456(-)	5'
S861	new_2385822_2386047_c	new_2385822_2386047_c::AL009126.3:2385821-2386047(-)	5'
S862	new_2387674_2387835_c	new_2387674_2387835_c::AL009126.3:2387673-2387835(-)	5'
S864	new_2391517_2391641_c	new_2391517_2391641_c::AL009126.3:2391516-2391641(-)	5'
S865	new_2393238_2393421	new_2393238_2393421::AL009126.3:2393237-2393421(+)	5'
S866	new_2395813_2395952_c	new_2395813_2395952_c::AL009126.3:2395812-2395952(-)	5'
S870	new_2404091_2404172_c	new_2404091_2404172_c::AL009126.3:2404090-2404172(-)	5'
S872	new_2408773_2409563	new_2408773_2409563::AL009126.3:2408772-2409563(+)	5'
S873	new_2409565_2409634	new_2409565_2409634::AL009126.3:2409564-2409634(+)	5'
S874	new_2409636_2409728	new_2409636_2409728::AL009126.3:2409635-2409728(+)	5'
S883	new_2432172_2432238_c	new_2432172_2432238_c::AL009126.3:2432171-2432238(-)	5'
S886	new_2435792_2435878_c	new_2435792_2435878_c::AL009126.3:2435791-2435878(-)	5'
S887	new_2435947_2436044	new_2435947_2436044::AL009126.3:2435946-2436044(+)	5'
S888	new_2438267_2438331_c	new_2438267_2438331_c::AL009126.3:2438266-2438331(-)	5'
S893	new_2456809_2456888_c	new_2456809_2456888_c::AL009126.3:2456808-2456888(-)	5'
S896	new_2459114_2459288	new_2459114_2459288::AL009126.3:2459113-2459288(+)	5'
S897	new_2464042_2464118_c	new_2464042_2464118_c::AL009126.3:2464041-2464118(-)	5'
S902	new_2472864_2473150	new_2472864_2473150::AL009126.3:2472863-2473150(+)	5'
S904	new_2479090_2479155	new_2479090_2479155::AL009126.3:2479089-2479155(+)	5'
